Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP3377000R,Injury Crash,PEDESTRIAN,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,D9097FC5-DE5A-4953-BAD9-E8194F2A4CB8,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,NO DAMAGE,ELEVEN OCLOCK,PASSENGER CAR,MAKING U TURN,North,35.0,No,2021.0,TOY,RAV4,38.976962,-77.09091333,17:15:00,Friday,2023-11-03
MCP9123000F,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,8B088529-6888-4D81-988C-E8DD34F7084A,No,NO APPARENT INJURY,,UNKNOWN,MD,FUNCTIONAL,SIX OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,East,40.0,No,1996.0,FORD,PICK UP,39.1124097,-77.06374304,13:30:00,Wednesday,2023-12-20
MCP2450004L,Injury Crash,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,42FF903C-80DC-4E9C-9DA2-82127AB8C9D5,Yes,POSSIBLE INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,ACCELERATING,West,25.0,No,2018.0,TOYOTA,RAV4,39.12473,-77.24711333,16:58:00,Tuesday,2023-08-08
MCP2872002T,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,0354BFFC-71F0-4D22-9510-A3E4C53C8278,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWO OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,North,45.0,No,2006.0,INTL,4300,39.09857033,-76.9360355,11:30:00,Wednesday,2023-11-22
MCP2859006T,Injury Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1E5AE99D-442E-4C2D-B031-7433CB361507,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40.0,No,2018.0,HOND,FIT,39.104235,-77.19265333,13:00:00,Wednesday,2019-04-17
MCP30140045,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,623FAE35-5EDD-4003-902E-FF9025E304A5,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2023.0,HONDA,ACCORD,39.07218333,-77.07732167,21:17:00,Friday,2023-10-13
MCP2962008N,Injury Crash,,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A239DB07-945B-4E87-8A3D-C5D87AA6BE73,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING U TURN,South,40.0,No,2017.0,HYUNDAI,SONATA,39.18201934,-77.26008444,13:09:00,Wednesday,2023-12-06
MCP3161005T,Injury Crash,,HEAD ON LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,9F5DDC14-4953-418F-9F3C-047A4D9B400A,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30.0,No,2021.0,HOND,CR-V,38.977962,-77.07722033,16:13:00,Monday,2023-10-16
MCP2866008M,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,72F731DE-4653-44AF-B533-E371E0BD021A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45.0,No,2012.0,HONDA,4S,39.20440581,-77.2469487,14:55:00,Friday,2023-10-06
MCP235300CD,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,CB47A164-C864-42BB-BD1D-0F696064E91E,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,FIVE OCLOCK,SCHOOL BUS,PARKING,South,15.0,No,2022.0,FREIGHTLINER,BUS,39.02799467,-77.14754783,13:14:00,Thursday,2023-10-19
MCP33390035,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,CC7405CF-45DB-4B17-A20E-F57FE2AD81B7,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,NO DAMAGE,TWELVE OCLOCK,PICKUP TRUCK,ACCELERATING,West,25.0,No,2022.0,HYUNDAI,SANTA CRUZ,39.06936267,-77.10500967,18:41:00,Monday,2023-12-11
MCP2582004Y,Property Damage Crash,,OPPOSITE DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,02291D90-2B3B-4773-98DE-4D28D921334B,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,NEGOTIATING A CURVE,East,35.0,No,2007.0,TOYOTA,TUNDRA,39.09357378,-77.03885146,23:46:00,Wednesday,2023-12-27
DD56480018,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,12EAF65E-4FDB-4542-9CFD-45C4D6C0EA3D,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,PARKING,South,5.0,No,2017.0,ACURA,MDX,39.09699023,-77.1932776,12:00:00,Tuesday,2022-10-25
MCP20550039,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5210FAE3-C47F-42CF-88EA-10418EBC9FC6,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ONE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,Unknown,0.0,No,2014.0,DODGE,CHARGER,39.11507136,-77.20470503,14:30:00,Saturday,2022-04-02
MCP2674004B,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,95AB1177-FE40-4A9F-8894-A9FEAF50C8AD,Yes,NO APPARENT INJURY,,NOT DISTRACTED,NY,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,40.0,No,2011.0,CHEVY,MALIBU,39.17869317,-77.23851083,20:24:00,Friday,2023-09-22
MCP2450004T,Property Damage Crash,,SAME DIR REAR END,,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,7D086726-B04C-433A-B3BC-8FABBA85256A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,55.0,No,2018.0,TOYOTA,RAV4,39.13936667,-77.21244833,18:00:00,Friday,2023-11-17
MCP3356000K,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,C624A946-1BBA-4072-9F99-46F5433FDA21,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,North,55.0,No,2016.0,FORD,FOCUS,39.18847413,-77.25762606,03:50:00,Thursday,2023-07-27
MCP33390029,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,64EC19F3-3385-4871-AC9E-E9CD3BC26CF5,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,NO DAMAGE,TWELVE OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,North,35.0,No,2014.0,NABI,METRO BUS,39.06133117,-77.0913735,08:30:00,Monday,2023-07-31
MCP94420038,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,EA1D8F1C-43C8-4BE0-ACA3-A1139CA824D4,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35.0,No,2021.0,HONDA,PILOT,39.19035333,-77.1925855,14:01:00,Tuesday,2023-11-14
DD5502007S,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1663A8B6-C576-470B-B0EF-1862201CE6F8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,EIGHT OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,West,40.0,No,2021.0,ACUR,UT,39.07686743,-77.12256388,08:13:00,Thursday,2023-09-07
MCP3145003Y,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,B93FD093-5385-46CD-A420-172A77740E30,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,ONE OCLOCK,,MOVING CONSTANT SPEED,West,35.0,No,0.0,UNKNOWN,UNKNOWN,38.99934612,-76.99669751,16:30:00,Wednesday,2023-09-06
MCP3150000L,Injury Crash,,HEAD ON LEFT TURN,,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,9348567E-D4B2-44A7-8A74-D2CB2C7CF20A,No,SUSPECTED MINOR INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40.0,No,2004.0,SUBARU,IMPREZA,39.07543309,-76.99393031,16:29:00,Saturday,2018-10-06
MCP209400N3,Property Damage Crash,,HEAD ON LEFT TURN,,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,968E4AE6-D7AC-4414-8FB1-AEA566A33433,Yes,NO APPARENT INJURY,,UNKNOWN,VA,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,North,25.0,No,2017.0,CHEVY,EQUINOX,38.98591167,-77.09467667,11:12:00,Tuesday,2023-12-12
MCP3341002M,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,69C4B9DC-4D75-4FAA-8843-F44328B86B69,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,FIVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,35.0,No,2021.0,THMS,SB,39.05937117,-77.06151483,14:15:00,Thursday,2023-10-12
MCP24560083,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3FB1BC51-0853-408F-A16A-80F2AE008861,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,60.0,No,2021.0,TOYT,UT,39.01560748,-77.0014727,11:00:00,Sunday,2023-12-03
MCP1433000X,Property Damage Crash,,SAME DIR REAR END,CLOUDY,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,628E4648-BE80-46AC-B54C-25FFCD999AD3,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,North,40.0,No,2013.0,SUBA,IMPREZA,39.120426,-77.174181,18:49:00,Tuesday,2017-02-21
MCP2966006V,Injury Crash,,HEAD ON,RAINING,WET,,NO CONTROLS,NONE DETECTED,,885E9BA0-9C6E-43D9-A818-016D63EF29FF,Yes,POSSIBLE INJURY,"N/A, RAIN, SNOW",NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30.0,No,2002.0,TOYOTA,TACOMA,39.27979667,-77.27512667,16:45:00,Saturday,2023-10-14
MCP2837005L,Property Damage Crash,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,E3C8B4E4-85F5-40E1-9A0B-AFD0CCAB8625,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25.0,No,2018.0,DODGE,RAM,39.04641833,-77.21665833,09:22:00,Tuesday,2023-09-12
MCP1235004Z,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FF40E51C-8072-41F6-AD13-239DD6B1F7EA,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,40.0,No,2016.0,CHEVROLET,CRUZE,39.02197561,-77.01540607,20:27:00,Saturday,2023-09-30
MCP2671003H,Property Damage Crash,,OTHER,,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6A511F4A-666C-4E13-9F8C-047F303EB8F7,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,North,5.0,No,2016.0,TOYOTA,AVALON,38.99163658,-77.0322424,16:15:00,Thursday,2023-07-20
DM8499001W,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,644C5CC7-36EC-4BB2-851E-1B2E5FD6B2BF,Yes,NO APPARENT INJURY,"N/A, PHYSICAL OBSTRUCTION(S)",NOT DISTRACTED,DC,NO DAMAGE,ONE OCLOCK,OTHER,MOVING CONSTANT SPEED,South,25.0,No,2011.0,AUTOCAR,DUMP TRUCK,38.97308943,-77.00772406,10:36:00,Tuesday,2023-08-15
MCP2687003Y,Property Damage Crash,,SAME DIR REAR END,CLEAR,,,NO CONTROLS,NONE DETECTED,,1F9C0712-01B7-4768-A45F-8DE79A2620E3,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35.0,No,2017.0,JAGUAR,XJL,38.98878467,-77.0997995,16:35:00,Wednesday,2023-07-26
MCP33670015,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,34256514-F3AB-4A63-9782-9201F8ABD859,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,0.0,No,2011.0,FORD,SD,39.01112667,-77.008125,17:18:00,Saturday,2023-09-02
MCP24200057,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B4EF9D6B-F5DD-4107-B214-DBF26788E00D,No,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,ONE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,West,40.0,No,2019.0,THMS,BUS,39.16140617,-76.98339067,08:25:00,Monday,2023-11-13
MCP3288000C,Property Damage Crash,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8ACA3556-1FAF-4AB2-B151-C50972F4113A,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,FOUR OCLOCK,FIRE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,West,0.0,No,2008.0,SPAR,TK,39.17607013,-77.17570462,09:34:00,Saturday,2021-01-30
MCP31290087,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLOUDY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,6E89D899-8D56-4303-976D-F34783A72F35,No,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35.0,No,2012.0,HOND,SD,39.05823083,-77.071293,14:13:00,Sunday,2023-12-03
MCP3374001N,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,34F6B965-C1EB-450D-A76B-C7D6371D8649,Yes,SUSPECTED MINOR INJURY,,OTHER CELLULAR PHONE RELATED,MD,DESTROYED,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35.0,No,2020.0,CHEVY,SPARK,39.022331,-77.102963,05:23:00,Tuesday,2023-12-12
DM8497001Y,Property Damage Crash,,OTHER,CLEAR,,DARK -- UNKNOWN LIGHTING,,,,1C4E6332-A404-461C-92E2-725F6C6C540F,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,SUPERFICIAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM PARKED,East,5.0,No,2018.0,HYUNDAI,XXXX,38.99661845,-77.0034963,05:30:00,Friday,2023-09-15
MCP2723007L,Injury Crash,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,NONE DETECTED,88D4AB6C-D894-4F82-9260-F25AFF47ABFF,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,VA,NO DAMAGE,TWO OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,South,30.0,No,2017.0,VOLKSWAGON,TIGUAN,39.08065167,-77.077415,20:35:00,Tuesday,2023-09-05
EJ7870006N,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,4334DD75-9259-4EAE-9C42-EE22F4F5F5B7,No,POSSIBLE INJURY,"BACKUP DUE TO REGULAR CONGESTION, N/A",NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,55.0,No,2021.0,MAZD,UT,39.12309553,-77.23018403,20:55:00,Friday,2023-12-22
EJ7888004T,Injury Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,38ADB43D-3C12-4949-947A-D52B05548586,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,35.0,No,2017.0,HYUNDAI,TK,39.1461273,-77.2040884,16:30:00,Thursday,2023-08-24
MCP29620083,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A76E01D1-8634-4070-96E6-49F494807059,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,TEN OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",CHANGING LANES,North,45.0,No,2017.0,CHEVROLET,EXPRESS,39.20274771,-77.24552401,10:33:00,Friday,2023-08-25
EJ79000006,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D1F8FCEE-FE01-459B-AC3D-CFD10584A91D,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,FIVE OCLOCK,PASSENGER CAR,CHANGING LANES,West,50.0,No,2012.0,TOYT,MV,39.12130093,-77.22597315,14:50:00,Saturday,2023-11-04
MCP24640035,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,14B9CC67-7E1A-4AD6-882D-B43BB3AA8EA3,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2016.0,HONDA,4DR,39.01344854,-77.00035612,22:58:00,Sunday,2023-12-24
MCP33290024,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,CC9F03E8-15F4-4CB7-8541-D92EC298AFB0,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,ACCELERATING,West,35.0,No,2010.0,CHEV,UT,39.0396845,-76.99101883,19:00:00,Sunday,2023-10-15
MCP3037005P,Property Damage Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,STOP SIGN,UNKNOWN,,C3A36F08-BAEC-4A34-BB80-BA89FB422DB5,Yes,NO APPARENT INJURY,,UNKNOWN,,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,25.0,No,2018.0,TOYOTA,CAMRY,39.23166833,-77.24892167,17:05:00,Monday,2023-12-25
MCP2291000Z,Injury Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E673EF8B-9929-4450-A8BC-EC92398315FD,Yes,SUSPECTED MINOR INJURY,,UNKNOWN,MD,DISABLING,TEN OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,South,35.0,No,1998.0,LINCOLN,CONTINENTAL,38.99104333,-77.076995,16:09:00,Saturday,2015-01-17
MCP13780160,Injury Crash,,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,582941F5-3193-4616-B7E1-B4736B2A5CCB,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,25.0,No,2015.0,TOYOTA,COROLLA,39.041318,-76.98480083,16:31:00,Wednesday,2023-10-11
MCP28980047,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,,,A9792BD5-CB55-4682-A105-546D135DDA2C,Yes,NO APPARENT INJURY,,UNKNOWN,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,40.0,No,2020.0,HYUN,SD,39.17177667,-77.23585333,18:12:00,Thursday,2023-10-05
MCP2586006Q,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,823CF2AF-F422-4B23-9D2B-B2308665D3AE,Yes,NO APPARENT INJURY,,UNKNOWN,,FUNCTIONAL,SIX OCLOCK,,SLOWING OR STOPPING,South,40.0,No,0.0,UNKNOWN,UNKNOWN,39.1992035,-77.2606635,16:50:00,Monday,2023-10-02
MCP2782004X,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,5FBBD33C-5054-4E63-9D67-652D956F72AF,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35.0,No,2015.0,AUDI,A3,39.09052204,-77.0478747,15:10:00,Saturday,2023-11-25
EJ7805000C,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,F4F62AF8-435C-481F-8C4D-9792EAE06A09,Yes,NO APPARENT INJURY,,NOT DISTRACTED,DC,DISABLING,TWELVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,North,35.0,No,2007.0,FORDVAL2007,F150,39.15969167,-77.21591167,15:35:00,Wednesday,2015-11-18
MCP2347004C,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2A353E26-FD7D-47A9-AC30-D7C936D53AC7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,30.0,No,2008.0,TOYOTA,PRIUS,39.08083849,-76.94594145,08:04:00,Thursday,2023-10-26
MCP20160036,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,,,,E1D9F62E-0C17-4843-B797-4B97DFDF3E97,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,BACKING,West,15.0,No,2015.0,MAZD,TK,38.743373,-77.54699707,14:25:00,Friday,2018-08-17
DD5502007N,Property Damage Crash,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2628F397-76D7-49BF-9850-CFF0EAE6AEF0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,West,40.0,No,2016.0,BMW,X5,39.08706517,-77.17576839,11:51:00,Friday,2023-08-04
MCP2708008D,Property Damage Crash,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,NONE DETECTED,F47C5CC8-AA26-40DD-B315-5F747F47E4F7,Yes,NO APPARENT INJURY,,UNKNOWN,,NO DAMAGE,THREE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",ENTERING TRAFFIC LANE,East,35.0,No,2005.0,CHEVY,EXPRESS,39.00002827,-76.99580421,21:54:00,Saturday,2023-08-19
MCP3347001L,Property Damage Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,EE52D7DB-34CB-4409-A441-1D52259287E6,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,TWELVE OCLOCK,,MAKING LEFT TURN,South,35.0,No,0.0,UNKNOWN,UNKNOWN,39.010088,-77.11483296,18:12:00,Friday,2023-12-15
MCP3262003G,Injury Crash,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,771D883D-56E3-4FF0-8F7B-B8352F92B9B8,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35.0,No,2008.0,CHEVY,IMPALA,39.05642485,-76.9544059,17:28:00,Wednesday,2023-10-18
MCP2771002X,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DARK LIGHTS ON,OTHER,,,5A38D8F4-8425-4D04-9BBF-44CBB6FD3281,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35.0,No,2000.0,HOND,SD,39.05651167,-77.082405,06:35:00,Friday,2023-10-27
